        CONN_20;  8;               ;"P3, P5, P7, P9, P11, P13, P19, P21"
         CONN_6; 10;               ;"P1, P2, P4, P6, P8, P10, P12, P14, P20, P22"
            TST;  4;               ;"P15, P16, P17, P18"
